constituency,name,prdjf_obs,prdjf_proj,prjja_obs,prjja_proj,rx5day_obs,rx5day_proj,txx_obs,txx_proj,t_obs,t_proj
E14001443,Ribble Valley,17.950481,5.637353,8.794586,-4.0344443,8.217237,2.263817,1.1667593,0.69537735,0.88141006,0.74683344
E14001444,Richmond and Northallerton,5.038174,6.837292,3.5942364,-2.655712,13.158413,2.0528436,1.1734437,0.6839166,0.93594426,0.7588034
E14001445,Richmond Park,10.903439,9.806672,0.4983571,-2.283961,-8.78719,2.462483,2.1144218,0.90616035,1.088067,0.7595329
E14001446,Rochdale,14.040683,5.3962646,6.9854326,-3.5240922,10.706675,2.2618449,1.3227196,0.74917984,0.9873915,0.749033
E14001447,Rochester and Strood,-2.1062055,10.632814,-2.4268544,-0.061567053,-9.869252,4.9225636,2.3156576,0.8347616,1.0093079,0.75419855
E14001448,Romford,1.0086956,10.271554,-0.3986637,-1.8691242,-4.7089243,3.3482683,2.4331703,0.9133949,1.0254679,0.7560911
E14001449,Romsey and Southampton North,8.381736,7.409165,6.6609135,-1.6789637,8.1116705,1.3440862,1.2073412,1.004457,0.97134924,0.7603245
E14001450,Rossendale and Darwen,15.228409,4.932254,5.5845065,-4.589083,4.610393,0.8996378,1.1240063,0.73561764,0.97512317,0.7489655
E14001451,Rother Valley,-0.051129423,8.760572,14.060189,-2.613421,0.6302811,0.2671866,1.8851566,0.8376465,1.1664896,0.7531071
E14001452,Rotherham,-2.3949912,8.814743,12.598473,-2.2867627,1.0051185,0.19568552,1.9710941,0.8064728,1.0298119,0.7531357
E14001453,Rugby,-0.4775766,9.816066,6.065935,-4.0343633,5.3210726,-0.44925445,2.1625977,0.88090515,1.0424986,0.7496538
E14001454,"Ruislip, Northwood and Pinner",15.152502,9.187755,3.9861553,-2.9431345,-0.6468788,1.0125145,1.9700832,0.92090034,1.1203384,0.7595358
E14001455,Runcorn and Helsby,5.4061737,7.6600637,7.967302,-3.6982617,-1.5787814,4.8446054,1.031868,0.7683468,0.6728344,0.746264
E14001456,Runnymede and Weybridge,11.547911,9.742715,0.79914397,-2.45031,-5.579752,1.7545668,1.9932289,0.9413452,1.0664253,0.75900936
E14001457,Rushcliffe,-5.1705303,8.714705,9.858856,-4.363818,4.2271676,-1.3458612,2.0629396,0.86434937,1.0476465,0.75316334
E14001458,Rutland and Stamford,-2.1986647,9.534789,8.066327,-3.6862485,17.13,-0.5025445,2.3789895,0.89066017,1.1210613,0.75471145
E14001459,Salford,12.730968,5.3430924,4.2195516,-5.184685,-4.027217,-0.107769564,1.4054031,0.77648735,0.71337223,0.74258137
E14001460,Salisbury,6.972615,7.5895863,7.9642467,-1.2460169,3.2797337,2.1515555,1.334993,1.0060778,0.92939186,0.75800925
E14001461,Scarborough and Whitby,-1.122191,7.7140636,11.307526,-2.194957,20.180237,4.663791,1.3757597,0.61629456,0.9297135,0.7452144
E14001462,Scunthorpe,-3.2611153,8.33097,9.5736475,-3.007124,1.5675325,3.1793606,1.7745342,0.7126217,0.9596669,0.746048
E14001463,Sefton Central,7.888868,7.878422,5.6680255,-3.8557186,6.4535217,3.7213285,1.2472,0.7005367,0.703496,0.74769115
E14001464,Selby,-1.9497384,8.466056,6.8794713,-2.0537093,8.046691,2.2395124,1.9647573,0.73396426,0.9752738,0.7481108
E14001465,Sevenoaks,7.1253595,9.944029,2.113111,-3.2948308,-3.8129196,2.1715431,2.3451824,0.9472389,1.0462437,0.75804234
E14001466,Sheffield Brightside and Hillsborough,-2.3507586,8.458144,14.8307085,-2.3925736,1.9346962,-0.3466812,1.7670574,0.784153,0.9564152,0.7537966
E14001467,Sheffield Central,-1.2045194,7.894529,15.372663,-2.9545395,2.3799558,0.06621779,1.628027,0.78733444,0.9723959,0.75497246
E14001468,Sheffield Hallam,-0.20165771,7.0635185,12.702593,-3.1917048,1.9171245,-1.4330544,1.6315098,0.73548317,0.9473467,0.75433016
E14001469,Sheffield Heeley,-1.2045194,7.894529,15.372663,-2.9545395,2.3799558,0.06621779,1.628027,0.78733444,0.9723959,0.75497246
E14001470,Sheffield South East,-2.3507586,8.458144,14.8307085,-2.3925736,1.9346962,-0.3466812,1.7670574,0.784153,0.9564152,0.7537966
E14001471,Sherwood Forest,-2.702688,8.4477625,11.778592,-3.0371463,1.7681316,-0.49504364,2.0332253,0.8701833,1.1520767,0.75447434
E14001472,Shipley,7.15687,6.960873,5.826473,-2.2556305,13.052109,1.9451399,1.4233398,0.7337494,0.96213436,0.7516084
E14001473,Shrewsbury,1.9445306,9.195011,8.344949,-2.8745642,1.4832906,-0.8048475,1.5980806,0.86922836,0.7619848,0.74754477
E14001474,Sittingbourne and Sheppey,-2.6290302,10.509179,-1.874144,0.5796896,-10.750582,5.84735,2.1513348,0.80127716,1.0051546,0.75868607
E14001475,Skipton and Ripon,12.735736,5.3638906,6.0888023,-2.7536323,14.935801,2.1411693,1.2038425,0.686646,0.95868224,0.7575011
E14001476,Sleaford and North Hykeham,-3.9184647,9.124218,2.7986193,-3.7747238,-0.18099661,-0.10882274,2.1375701,0.855025,1.1268393,0.75240725
E14001477,Slough,12.563125,8.730091,3.082669,-2.9305522,1.8991779,0.48331538,1.8106117,0.93839073,1.138483,0.7609463
E14001478,Smethwick,0.4950646,8.495418,5.173617,-4.5067177,7.3670106,-0.9885331,1.2513027,0.887228,0.76334286,0.75566864
E14001479,Solihull West and Shirley,0.26656017,8.726069,5.7940626,-4.4317074,7.944042,-1.3361487,1.6972656,0.90947723,0.8031149,0.75487995
E14001480,South Basildon and East Thurrock,0.60533667,10.599063,-3.132865,-1.7771881,-7.1768255,2.098592,2.3698578,0.8911629,1.0113049,0.7544861
E14001481,South Cambridgeshire,3.5582733,9.662338,7.1145797,-3.1168537,2.9353154,-0.7232072,2.4101994,0.88864356,1.1576204,0.7538099
E14001482,South Cotswolds,5.8988786,7.670709,6.3108654,-1.7543865,0.6020557,0.46527562,1.4032065,0.9509662,0.8617199,0.754731
E14001483,South Derbyshire,-4.947962,8.413784,8.513173,-5.4501266,4.992041,-1.100733,1.7971516,0.8365574,0.9183521,0.75385714
E14001484,South Devon,5.5331955,5.2218904,16.415545,-1.4399531,0.39134923,-0.82788104,0.43114623,0.8553597,0.7045984,0.73364985
E14001485,South Dorset,2.3040636,8.364369,0.7606744,0.56005,3.5594122,2.7374334,1.0568142,0.9046714,0.7893715,0.7539714
E14001486,South East Cornwall,16.115667,5.231774,28.618574,-2.275881,15.702212,-1.0712997,0.3306643,0.8759594,0.7211825,0.7337138
E14001487,South Holland and The Deepings,1.0252954,9.811864,11.612616,-3.878662,14.853358,0.08543195,2.1661737,0.8471598,1.1086522,0.7556872
E14001488,South Leicestershire,-0.3788005,9.457735,7.607132,-4.2268724,6.645999,-0.91025865,2.1271567,0.8736677,1.0636144,0.74992657
E14001489,South Norfolk,8.393236,10.145123,17.78562,-3.0138018,12.821826,-1.4454913,1.394043,0.7624429,1.1203791,0.75525695
E14001490,South Northamptonshire,4.3669677,9.318351,4.1023765,-2.6790211,5.2596083,0.0526575,2.2697046,0.8894825,1.0909878,0.75374174
E14001491,South Ribble,11.943136,6.8866487,6.959329,-4.621465,3.3324018,2.0726638,1.3793459,0.74549294,0.7851567,0.74325085
E14001492,South Shields,-8.365412,8.013046,8.255389,-2.4891653,6.3346677,0.9644311,0.81458473,0.49530602,0.8660383,0.7445345
E14001493,South Shropshire,0.76210755,8.43642,6.811893,-3.4690552,3.1290863,0.5202327,1.4550511,0.90183806,0.7559014,0.7525948
E14001494,South Suffolk,6.3147683,10.070214,18.50732,-2.9278724,4.4070086,0.9709823,2.0876637,0.8146451,0.99523515,0.7553625
E14001495,South West Devon,6.1533513,4.915781,18.65896,-1.9774474,2.2286112,-1.8563651,0.3362198,0.85197705,0.7187827,0.7340339
E14001496,South West Hertfordshire,9.801369,8.925651,6.4317465,-2.651932,0.57723993,0.5227383,1.9045906,0.8857231,1.0881653,0.75773716
E14001497,South West Norfolk,8.554082,9.690345,19.61638,-3.2782872,13.938052,0.97823846,1.947897,0.8352383,1.1189384,0.75613916
E14001498,South West Wiltshire,4.9335213,7.830784,7.554832,-1.0824068,0.035700124,1.558361,1.2819113,0.9968281,0.82286614,0.7536332
E14001499,Southampton Itchen,10.381987,7.745634,6.7322426,-0.44203475,2.8869767,2.2347887,1.1081066,0.91607285,0.8060217,0.75797176
E14001500,Southampton Test,8.865876,7.816692,6.396676,-0.43781427,1.376883,3.0169318,1.1761723,0.91908646,0.7783947,0.75750446
E14001501,Southend East and Rochford,-8.254097,10.984738,-1.4766403,0.4104732,-6.8615975,5.253846,2.0999832,0.8012295,0.9603033,0.76438
E14001502,Southend West and Leigh,-7.522942,10.781904,-2.9133093,-0.32007992,-8.257517,3.9112759,2.173729,0.8034344,0.97773457,0.75503254
E14001503,Southgate and Wood Green,6.5412683,9.639817,4.172459,-2.609798,-1.4233673,1.8932557,2.190527,0.88988304,1.0489454,0.75628567
E14001504,Southport,10.442352,8.616243,6.427486,-3.4208856,2.412498,3.170217,1.1994305,0.7146826,0.7443509,0.7498231
E14001505,Spelthorne,11.600516,9.644432,1.8893964,-2.467,-5.5896497,1.9545803,2.0383778,0.930418,1.1197147,0.76032734
E14001506,Spen Valley,-0.7734346,7.7706532,6.1855173,-1.8219001,6.94397,0.49330574,1.688509,0.7460785,0.9380894,0.75069714
E14001507,St Albans,8.16586,9.414085,6.007785,-2.7599978,-0.20993522,1.8226318,2.029005,0.90893936,1.0643635,0.75673866
E14001508,St Austell and Newquay,12.600444,6.4585514,23.55588,-1.7959065,11.078509,-0.17818174,0.51686096,0.8393345,0.7279024,0.72257614
E14001509,St Helens North,7.952305,6.4204583,6.195765,-3.92937,-0.65782356,3.6827338,1.158659,0.78899384,0.71928215,0.74864006
E14001510,St Helens South and Whiston,7.952305,6.4204583,6.195765,-3.92937,-0.65782356,3.6827338,1.158659,0.78899384,0.71928215,0.74864006
E14001511,St Ives,-3.6345894,6.957546,15.276885,-3.2746966,3.4214084,-0.5911775,0.2933537,0.8622653,0.6649774,0.70452577
E14001512,St Neots and Mid Cambridgeshire,5.566223,9.774175,6.760117,-3.263737,5.20517,-1.239154,2.3457363,0.89153165,1.1573652,0.7549874
E14001513,Stafford,0.76059365,8.572636,6.742285,-3.812759,5.554786,0.9784718,1.5669765,0.84203815,0.8021095,0.7472644
E14001514,Staffordshire Moorlands,-0.061355352,5.648522,5.662921,-5.2003937,5.7463703,0.6622032,1.4832196,0.7504678,0.91726196,0.750857
E14001515,Stalybridge and Hyde,13.792019,5.730605,7.545823,-5.013533,2.8044434,-0.51169723,1.5828114,0.71780396,0.8307123,0.74478006
E14001516,Stevenage,1.6347263,9.4260235,6.1671467,-2.4216747,2.163956,-0.79572946,2.5337563,0.8976288,1.0776348,0.7532835
E14001517,Stockport,14.96359,5.9035788,5.5889716,-4.783612,-2.3304913,-0.028608983,1.5020828,0.73410034,0.7374201,0.7413988
E14001518,Stockton North,-9.34969,9.842325,5.6613617,-2.252195,6.781084,2.7200541,1.434864,0.63664436,0.8808117,0.7485666
E14001519,Stockton West,-7.7610717,9.463314,5.047955,-2.4744277,4.3768,1.60734,1.4347019,0.659153,0.87611485,0.75239086
E14001520,Stoke-on-Trent Central,3.6052136,7.0803485,5.429534,-4.7987895,4.7896595,0.9908004,1.199707,0.75458145,0.84181213,0.7449827
E14001521,Stoke-on-Trent North,3.6052136,7.0803485,5.429534,-4.7987895,4.7896595,0.9908004,1.199707,0.75458145,0.84181213,0.7449827
E14001522,Stoke-on-Trent South,-0.95654994,7.2343993,5.7355742,-4.60521,4.634787,1.2261647,1.4138025,0.7971986,0.85329276,0.7496751
E14001523,"Stone, Great Wyrley and Penkridge",-2.296012,9.105407,6.801001,-4.179378,3.1116295,0.15277126,1.5003802,0.87367696,0.7847163,0.749506
E14001524,Stourbridge,0.046183325,8.575574,4.889543,-4.637172,5.9964337,-0.36580002,0.78323555,0.8977604,0.7299986,0.75487614
E14001525,Stratford and Bow,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001526,Stratford-on-Avon,3.1403148,9.325055,3.7879872,-3.588628,5.1827545,-0.5700401,1.6805798,0.9075661,0.9690998,0.75384504
E14001527,Streatham and Croydon North,5.403718,10.128312,-0.2817704,-2.5151255,-4.34311,2.467931,2.3610039,0.8864269,1.0457821,0.7603445
E14001528,Stretford and Urmston,12.730968,5.3430924,4.2195516,-5.184685,-4.027217,-0.107769564,1.4054031,0.77648735,0.71337223,0.74258137
E14001529,Stroud,0.98607504,8.256882,4.507989,-1.9124448,1.6936064,1.5969191,1.239274,0.94838333,0.66459227,0.75411606
E14001530,Suffolk Coastal,8.496086,10.140009,15.174069,-1.4716638,2.9476979,1.0876913,1.6548767,0.7326229,1.0618541,0.7571352
E14001531,Sunderland Central,-8.365412,8.013046,8.255389,-2.4891653,6.3346677,0.9644311,0.81458473,0.49530602,0.8660383,0.7445345
E14001532,Surrey Heath,2.6944768,9.483821,-3.7259116,-1.5072862,3.829024,1.3502159,1.7509117,0.9223976,1.011261,0.7578697
E14001533,Sussex Weald,12.6530075,9.768312,6.7709856,-2.066106,-1.8855951,3.907946,1.7238147,0.9305366,1.0365149,0.7573282
E14001534,Sutton and Cheam,12.874788,9.828032,1.9765705,-3.2899241,-1.4403485,1.9718776,2.177702,0.9509163,1.058775,0.759285
E14001535,Sutton Coldfield,-1.2576765,9.076996,5.9524713,-4.0415382,7.254757,-1.0524918,1.7626953,0.88243294,0.8082304,0.7527561
E14001536,Swindon North,6.181792,8.246521,4.4194427,-1.524604,2.5089443,0.75988173,1.5290375,0.9518719,1.0611963,0.7554369
E14001537,Swindon South,5.249113,8.046612,4.878091,-1.6989702,-0.5964278,0.38767606,1.5980473,0.9722233,1.0643492,0.75575066
E14001538,Tamworth,-3.3358052,9.066416,7.4458556,-4.7150497,6.2463937,-0.7903294,1.8165035,0.85541916,0.85608006,0.75101185
E14001539,Tatton,8.9804945,6.596741,5.5408196,-4.9994903,-1.9926411,0.61671585,1.2258466,0.7823302,0.67179805,0.7408819
E14001540,Taunton and Wellington,4.388356,8.231846,17.464165,-2.1279721,10.030951,1.5897121,0.46344376,0.9890003,0.62230587,0.7491679
E14001541,Telford,-2.4715438,9.228559,6.244256,-4.0497465,3.551526,-1.095779,1.6833668,0.90400124,0.7413006,0.7499685
E14001542,Tewkesbury,1.9823141,9.26424,5.753681,-2.6463823,8.546712,0.9862044,1.5000648,0.956075,0.8444188,0.75214005
E14001543,The Wrekin,-1.5000081,9.163204,6.82105,-3.8574224,2.2613342,-0.64188445,1.6318202,0.8938732,0.7445924,0.74960876
E14001544,Thirsk and Malton,-1.9053961,7.9488287,8.606764,-2.9711626,11.95079,2.7156887,1.6037422,0.6993088,0.92675483,0.7508371
E14001545,Thornbury and Yate,1.4667091,8.04252,3.6635194,-1.8822368,-4.172756,1.7033583,1.1132939,0.9732159,0.6265114,0.755542
E14001546,Thurrock,1.6070393,10.621299,-1.0191911,-1.8511868,-6.0751944,2.6289086,2.452734,0.90265274,1.0220022,0.75594044
E14001547,Tipton and Wednesbury,-0.9446555,9.2937,6.434267,-4.605049,3.155395,-0.37898043,1.2642593,0.9025345,0.7512388,0.75078297
E14001548,Tiverton and Minehead,16.677683,7.680692,26.841051,-2.4762821,23.232925,1.3403629,0.22861321,0.9462382,0.6367429,0.7459135
E14001549,Tonbridge,8.571026,9.711565,2.7535365,-2.6406176,-3.2432327,2.02476,2.0627377,0.9692262,1.041679,0.7590777
E14001550,Tooting,8.737862,9.995041,-0.69091016,-2.8330176,-8.9995775,2.6782105,2.2188148,0.9055519,1.0616999,0.76114464
E14001551,Torbay,5.5952687,6.4289107,17.117851,-0.73201066,1.7787172,0.34657928,0.44104767,0.82334137,0.68827057,0.73124504
E14001552,Torridge and Tavistock,11.144214,7.317006,24.769413,-2.153968,11.35771,0.95446485,0.47464383,0.929557,0.71996456,0.73490864
E14001553,Tottenham,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001554,Truro and Falmouth,4.835599,7.0418415,18.524372,-2.1365945,2.1704023,-0.8367041,0.5563698,0.8503882,0.70360786,0.717782
E14001555,Tunbridge Wells,8.240116,9.751628,2.921146,-1.9561983,-6.420513,3.348401,1.9498367,0.9765558,1.0376625,0.75818205
E14001556,Twickenham,10.903439,9.806672,0.4983571,-2.283961,-8.78719,2.462483,2.1144218,0.90616035,1.088067,0.7595329
E14001557,Tynemouth,-7.6715045,8.07796,11.582576,-1.3343242,14.977055,0.49041668,0.48434067,0.5938511,0.86574745,0.7489271
E14001558,Uxbridge and South Ruislip,15.152502,9.187755,3.9861553,-2.9431345,-0.6468788,1.0125145,1.9700832,0.92090034,1.1203384,0.7595358
E14001559,Vauxhall and Camberwell Green,5.403718,10.128312,-0.2817704,-2.5151255,-4.34311,2.467931,2.3610039,0.8864269,1.0457821,0.7603445
E14001560,Wakefield and Rothwell,-4.9496717,8.519461,8.113247,-1.8746264,8.188996,1.2513137,2.0997715,0.7557583,0.9506588,0.7513828
E14001561,Wallasey,7.7076325,9.584195,9.920636,-2.2677672,1.1494355,7.089176,0.7885742,0.80500793,0.66652966,0.75027084
E14001562,Walsall and Bloxwich,-0.31852183,8.905696,5.521495,-4.604797,5.5278497,-1.0286521,1.4931965,0.8811493,0.7771673,0.75121593
E14001563,Walthamstow,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001564,Warrington North,7.770656,5.607269,4.383216,-4.6409793,-3.8624763,2.2341726,1.2555676,0.80187225,0.73678017,0.74748707
E14001565,Warrington South,6.517069,6.873028,6.2044096,-4.7182508,-2.2376633,1.5387682,1.1942387,0.8044243,0.68987274,0.74394417
E14001566,Warwick and Leamington,1.8707283,9.709074,3.4517176,-3.7031322,2.8494012,-0.97929853,2.1533203,0.8941479,1.0385866,0.7516546
E14001567,Washington and Gateshead South,-8.890519,8.444807,11.381329,-2.3284214,16.879833,3.1671062,0.8190422,0.5026245,0.8635235,0.74226665
E14001568,Watford,9.801369,8.925651,6.4317465,-2.651932,0.57723993,0.5227383,1.9045906,0.8857231,1.0881653,0.75773716
E14001569,Waveney Valley,8.862505,10.278926,19.498545,-3.0885186,7.7479897,-0.24110879,1.9055945,0.78168327,1.0892878,0.75515556
E14001570,Weald of Kent,6.3386526,9.999454,1.6324743,-1.221312,-9.338217,2.9541898,2.1298785,0.9528611,1.0193231,0.7560886
E14001571,Wellingborough and Rushden,1.1991175,9.802874,5.119672,-3.5604923,12.239302,-0.8659146,2.4567385,0.8578434,1.1099997,0.75491714
E14001572,Wells and Mendip Hills,0.8213997,7.932265,3.692353,-2.3208616,-2.5323129,0.15239938,0.8127282,1.0225521,0.5939123,0.7537988
E14001573,Welwyn Hatfield,3.4431343,9.573737,5.732343,-2.3495533,2.0606267,1.0096765,2.426693,0.88084984,1.0495462,0.7546272
E14001574,West Bromwich,-0.31852183,8.905696,5.521495,-4.604797,5.5278497,-1.0286521,1.4931965,0.8811493,0.7771673,0.75121593
E14001575,West Dorset,-0.33954296,7.3504167,2.9767962,-1.0490677,0.5752019,1.870278,0.83475935,0.9345163,0.74868023,0.7514621
E14001576,West Ham and Beckton,0.3380348,10.147084,-0.7710945,-1.814194,-4.381457,3.3255205,2.4181328,0.90006065,1.0286427,0.75687695
E14001577,West Lancashire,10.647821,7.128897,6.293606,-4.266778,3.4693801,3.1654086,1.3146973,0.76119804,0.7328582,0.7440119
E14001578,West Suffolk,7.7960763,10.084274,15.98778,-2.4346445,12.0741205,1.0916718,2.2575474,0.8440097,1.1096886,0.754376
E14001579,West Worcestershire,-4.049672,9.139778,4.9681673,-2.7696931,5.583939,0.44358125,1.3454753,0.93731964,0.7534196,0.75448227
E14001580,Westmorland and Lonsdale,24.772066,3.4826267,5.053649,-3.8327596,30.858677,2.307057,0.93593127,0.66082484,0.86113673,0.75795823
E14001581,Weston-super-Mare,3.2702513,8.485761,7.277918,-1.9875017,1.0598706,0.90276927,0.5202141,0.9736004,0.5250397,0.7574482
E14001582,Wetherby and Easingwold,0.7082832,8.38046,5.71769,-2.2685509,12.606032,2.9397914,1.9284992,0.7573583,0.9449612,0.7523718
E14001583,Whitehaven and Workington,-2.5028849,4.647522,-2.385811,-5.243521,5.4390087,3.5643537,0.74453163,0.61480856,0.85074174,0.7340759
E14001584,Widnes and Halewood,5.1164994,8.234981,8.769938,-3.1347961,-1.0232824,6.239737,0.9589844,0.7451744,0.66152,0.7463093
E14001585,Wigan,10.303221,5.6780815,3.5748925,-5.0036583,-1.8481053,1.4484198,1.2199221,0.7741623,0.82153654,0.74687815
E14001586,Wimbledon,8.737862,9.995041,-0.69091016,-2.8330176,-8.9995775,2.6782105,2.2188148,0.9055519,1.0616999,0.76114464
E14001587,Winchester,7.971119,7.7489486,4.3478827,-0.697638,6.8788185,1.725935,0.94060516,0.96548843,0.92441064,0.758988
E14001588,Windsor,8.637769,9.471053,0.2129792,-2.4587767,-1.6600517,1.4716575,1.8885422,0.92184067,1.1135464,0.7607355
E14001589,Wirral West,6.1972494,8.848636,11.256261,-2.4843426,0.5318309,6.1361375,0.753809,0.7427101,0.66564655,0.7415514
E14001590,Witham,0.47112858,10.279742,3.9137654,-2.2715154,-5.298854,1.3995318,2.4040036,0.8706174,0.9746263,0.75477314
E14001591,Witney,7.8742237,8.384986,3.0292385,-2.3637962,4.333629,0.70763046,1.7843424,0.9335747,1.0719773,0.7569418
E14001592,Woking,7.7290654,9.693683,-0.81224024,-2.0142229,-1.1813015,1.7012628,1.8422203,0.93532753,1.042325,0.7583885
E14001593,Wokingham,-0.30948675,9.133334,-6.0655365,-1.8999085,5.4352574,-0.07175202,1.7314129,0.9034023,1.0944071,0.7603073
E14001594,Wolverhampton North East,-0.9446555,9.2937,6.434267,-4.605049,3.155395,-0.37898043,1.2642593,0.9025345,0.7512388,0.75078297
E14001595,Wolverhampton South East,-0.9446555,9.2937,6.434267,-4.605049,3.155395,-0.37898043,1.2642593,0.9025345,0.7512388,0.75078297
E14001596,Wolverhampton West,-2.5260794,9.501049,6.0102973,-4.536616,2.543577,0.046982445,1.2638016,0.9067192,0.732049,0.7515259
E14001597,Worcester,-5.731232,9.221212,5.4166746,-3.0902271,6.626525,0.47684032,1.2325516,0.93061256,0.7380314,0.75513077
E14001598,Worsley and Eccles,8.843328,5.392312,4.173727,-4.827185,-4.8655095,1.1074542,1.3315754,0.7885399,0.73237133,0.7458124
E14001599,Worthing West,12.073489,10.668928,6.91007,-0.12695093,2.2078764,3.7450128,1.6333332,0.90945244,1.0228586,0.76136017
E14001600,Wycombe,6.9541206,8.531626,-3.0334163,-2.8678024,4.288279,0.022542007,1.7361317,0.94277763,1.1622181,0.7596407
E14001601,Wyre Forest,-2.7028527,8.840789,5.349386,-3.7615438,4.032902,-0.09256901,0.85608673,0.92222595,0.70409966,0.7548466
E14001602,Wythenshawe and Sale East,12.730968,5.3430924,4.2195516,-5.184685,-4.027217,-0.107769564,1.4054031,0.77648735,0.71337223,0.74258137
E14001603,Yeovil,-1.4918805,8.359147,6.223039,-1.569717,-0.44849387,0.9871071,0.8296871,0.9868571,0.6800397,0.7494151
E14001604,York Central,-1.0900701,8.422686,5.588733,-1.806201,8.205995,3.462208,1.9659176,0.7225323,0.95652676,0.74806786
E14001605,York Outer,-0.58012277,8.433179,6.0640883,-1.9839982,8.32628,3.4126718,1.987348,0.73105556,0.9550517,0.74852437
N05000001,Belfast East,1.2624134,5.7329335,14.998707,-4.5113697,-1.9254091,4.068742,0.8410816,0.65981865,0.817647,0.69155884
N05000002,Belfast North,3.7885554,4.73074,14.167995,-3.5096333,-2.488297,4.4189243,1.2045574,0.65042114,0.81378746,0.69209576
N05000003,Belfast South and Mid Down,2.472475,5.460785,15.185677,-4.2704406,-2.9729872,4.9008737,0.9004555,0.6837635,0.79143906,0.6936245
N05000004,Belfast West,2.472475,5.460785,15.185677,-4.2704406,-2.9729872,4.9008737,0.9004555,0.6837635,0.79143906,0.6936245
N05000005,East Antrim,11.14264,5.206318,15.210768,-3.5432253,8.746504,4.7608624,0.8859904,0.64630103,0.76686096,0.6872549
N05000006,East Londonderry,6.1311917,6.1480336,4.077432,-3.3679593,3.6868422,4.8055797,-0.20256646,0.671429,0.5989,0.6841984
N05000007,Fermanagh and South Tyrone,10.15599,4.8201613,13.980126,-4.7709217,7.1983,3.7575111,0.030784925,0.7107398,0.5305853,0.69171375
N05000008,Foyle,-1.9359125,5.852228,-1.1008594,-3.9018524,-11.890869,4.2359138,0.060546875,0.6213169,0.5993414,0.6754255
N05000009,Lagan Valley,8.360541,6.227817,18.123407,-3.875852,-3.7501848,5.3940587,0.3002183,0.69524086,0.6805875,0.6892605
N05000010,Mid Ulster,32.971645,4.385992,30.569061,-3.4799058,22.712404,4.655502,-1.1396515,0.71126,0.5611561,0.69205004
N05000011,Newry and Armagh,33.40443,5.535276,41.23838,-4.233305,18.207458,4.5906315,-1.3136103,0.7432177,0.51201284,0.6913152
N05000012,North Antrim,16.03208,6.089643,16.122396,-3.7548513,18.764772,4.9553905,0.3123156,0.66551894,0.673631,0.68210983
N05000013,North Down,2.9001641,6.954331,15.596956,-1.9641161,-0.38980836,6.577305,0.97727966,0.5687828,0.8309641,0.68006134
N05000014,South Antrim,7.954333,5.134549,16.01864,-3.3735652,-1.8005031,4.6516523,0.5505535,0.6585922,0.7304779,0.6861404
N05000015,South Down,-4.1065426,5.6237583,8.693699,-4.0450644,-3.777289,4.5504246,0.3098748,0.6981248,0.62824214,0.6887799
N05000016,Strangford,-0.12921108,7.018505,11.490621,-3.9030602,-4.433972,3.6123216,0.6819658,0.6193469,0.7859933,0.6852236
N05000017,Upper Bann,48.177692,6.4602838,51.514027,-3.452379,21.73738,5.322268,-1.2538847,0.74307185,0.54094887,0.6895752
N05000018,West Tyrone,-0.69048136,4.3902664,-0.82759327,-4.3864994,-3.4180582,3.647359,-0.19905598,0.70642376,0.5556373,0.69130945
S14000021,East Renfrewshire,12.35939,4.152392,10.955261,-2.9999046,2.0996354,1.3725483,0.4613285,0.6300125,0.68196917,0.735888
S14000027,Na h-Eileanan an Iar,-0.7236995,1.3244082,-7.269469,-0.8002361,-8.342211,1.6965647,0.6384971,0.42200392,0.69448537,0.65348375
S14000045,Midlothian,30.06538,7.3006883,21.830387,-1.3160696,13.5245075,2.6499026,0.52055645,0.6801939,0.66326666,0.74861586
S14000048,North Ayrshire and Arran,18.136679,4.1601267,6.660486,-3.6563883,9.481234,3.8263974,0.81962514,0.56612873,0.64561033,0.7071598
S14000051,Orkney and Shetland,6.0404696,2.9412873,-1.4772179,1.5411036,2.6519065,3.679327,0.24190773,0.57774836,0.8272381,0.73934054
S14000060,Aberdeen North,1.4972396,6.993311,10.288681,-1.8812292,22.30133,4.500574,1.3840809,0.6275959,0.78775835,0.7477846
S14000061,Aberdeen South,-0.63411874,7.3934407,10.499503,-1.3115206,22.104164,3.9640703,1.3309555,0.6926441,0.7350178,0.73858786
S14000062,Aberdeenshire North and Moray East,1.9928449,7.289496,8.172365,-1.0522157,19.572634,2.735339,0.34599352,0.5742388,0.7415412,0.73428965
S14000063,Airdrie and Shotts,8.285959,5.580023,15.26211,-2.2430696,5.3729305,4.2729664,-0.018945694,0.6688843,0.84322214,0.7440362
S14000064,Alloa and Grangemouth,23.151012,3.2100155,19.43445,-3.3799713,20.177616,5.061461,-0.059862137,0.63214874,0.7411947,0.7665458
S14000065,Angus and Perthshire Glens,14.15731,2.0786893,12.026482,-1.7965333,19.56179,3.701461,0.7429207,0.6445615,0.68740755,0.7951079
