constituency,name,cdd_anom,cdd_trend,maxtmax_anom,pr_ann,pr_djf,pr_jja,rx5day_anom,rx5day_trend,txx_anom,txx_trend,t_anom,t_trend
E14000850,North Somerset,0.7072468,-0.4281116,0.6141815,0.101852626,0.118371986,0.0904863,0.11500168,1.4236948,0.6141815,0.23048271,0.535799,0.1842106
E14000851,North Swindon,0.46195793,-0.32166034,0.5741844,0.08401813,0.09371054,0.06840401,0.27553558,1.2204905,0.5741844,0.24173123,0.53408194,0.20039025
E14000852,North Thanet,0.5811577,-0.096216686,0.56427383,0.066534385,0.087258086,0.042508103,3.7760353,0.71041787,0.56427383,0.35019368,0.5240097,0.21615347
E14000853,North Tyneside,-0.5318842,-0.17296055,0.22147942,0.06999711,0.066381164,0.07620528,0.18032837,0.7807613,0.22147942,0.110138565,0.5106468,0.16587427
E14000854,North Warwickshire,-0.13079739,-0.5680248,0.5193472,0.07610277,0.074085824,0.07472902,-1.4828548,1.1587334,0.5193472,0.24555522,0.53111315,0.2008693
E14000855,North West Cambridgeshire,0.32693323,-0.46088815,0.55254364,0.06190851,0.045578916,0.0794606,-1.0673275,0.786194,0.55254364,0.27594697,0.53092766,0.22165537
E14000856,North West Durham,-0.47777733,-0.4133338,0.35691676,0.087108426,0.12378689,0.08061114,0.06954702,0.9909689,0.35691676,0.20577417,0.52573556,0.17298532
E14000857,North West Hampshire,0.5063759,-0.31584543,0.6136433,0.08173369,0.095890224,0.06552549,0.0745285,1.1004593,0.6136433,0.24358891,0.5379267,0.2022404
E14000858,North West Leicestershire,0.06425158,-0.594463,0.5054016,0.070725426,0.06840213,0.07248861,-1.8138758,1.0105457,0.5054016,0.2639079,0.5303672,0.20272577
E14000859,North West Norfolk,0.42505184,-0.24664278,0.49937958,0.06706682,0.051513754,0.06434779,0.9323158,0.83504,0.49937958,0.20744376,0.5276395,0.20795627
E14000860,North Wiltshire,0.40893683,-0.43180063,0.58533734,0.08961626,0.10711248,0.069980726,-0.0394516,1.280498,0.58533734,0.21923421,0.5345171,0.19344147
E14000861,Northampton North,0.134058,-0.41132313,0.51109314,0.070566826,0.061490744,0.08139398,0.11338425,1.0083061,0.51109314,0.2762962,0.52841663,0.21145938
E14000862,Northampton South,0.26232147,-0.47135645,0.5003967,0.070222504,0.060544852,0.08097698,-0.32142258,1.0186234,0.5003967,0.29518026,0.5280504,0.21482663
E14000863,Norwich North,0.38550758,0.044937633,0.48399353,0.06304348,0.043303538,0.06805939,-0.9429207,0.8026092,0.48399353,0.22947706,0.5235958,0.21309195
E14000864,Norwich South,0.33768082,-0.22462206,0.4982853,0.062148623,0.04643817,0.06599492,-1.468708,0.7972003,0.4982853,0.2311904,0.52513504,0.21429425
E14000865,Nottingham East,-0.13188553,-0.8240156,0.53630257,0.06509541,0.05397096,0.0784328,-1.603939,0.7841728,0.53630257,0.27193832,0.53266335,0.20686032
E14000866,Nottingham North,-0.13188553,-0.82438385,0.53630257,0.06586861,0.057968378,0.076172374,-1.603939,0.8037177,0.53630257,0.27588648,0.53266335,0.20552464
E14000867,Nottingham South,-0.13188553,-0.67516947,0.53630257,0.06576355,0.0587409,0.073798925,-1.603939,0.83573633,0.53630257,0.27521604,0.53266335,0.20716843
E14000868,Nuneaton,0.032608032,-0.4492536,0.5063667,0.07568692,0.07207388,0.076051235,-1.5161476,1.1325351,0.5063667,0.24258791,0.53015804,0.20209186
E14000869,Old Bexley and Sidcup,0.3210163,-0.30610192,0.54735756,0.06844363,0.07855411,0.07330785,0.6665802,0.7868383,0.54735756,0.3411427,0.53125095,0.21533719
E14000870,Oldham East and Saddleworth,-0.47101307,-0.35636577,0.44699097,0.10155398,0.13525704,0.09651932,-0.6270218,1.2024843,0.44699097,0.23733613,0.52645206,0.17601497
E14000871,Oldham West and Royton,-0.4195652,-0.2232433,0.4775238,0.10523419,0.14652264,0.09519972,-0.39684296,1.2190082,0.4775238,0.24906883,0.5269804,0.17917624
E14000872,Orpington,0.48985863,-0.1492192,0.6106396,0.072719835,0.085877106,0.07702113,-0.031520844,0.83393264,0.6106396,0.34252083,0.5338192,0.21563998
E14000873,Oxford East,0.31521416,-0.6198863,0.5390587,0.075804226,0.07996183,0.067833185,-0.92287445,1.0945244,0.5390587,0.2621052,0.53331375,0.20993659
E14000874,Oxford West and Abingdon,0.45651817,-0.5414189,0.54351044,0.077783406,0.08059337,0.06982942,-0.4583168,1.140234,0.54351044,0.2605408,0.5315323,0.20904563
E14000875,Pendle,-0.5326109,-0.3600913,0.42019844,0.13603379,0.21102072,0.12009467,1.0115128,1.6436162,0.42019844,0.24597736,0.5275965,0.18473974
E14000876,Penistone and Stocksbridge,-0.18430042,-0.3681054,0.45486197,0.08653889,0.09565381,0.09678655,-1.9924418,1.0321249,0.45486197,0.23439829,0.5303419,0.18238413
E14000877,Penrith and The Border,-0.35995165,-0.48933002,0.41841546,0.13128328,0.23656586,0.09769181,1.957135,1.4190319,0.41841546,0.24386422,0.52702016,0.16452624
E14000878,Peterborough,0.28260803,-0.5820802,0.55708694,0.061451,0.04355836,0.07978635,-1.0157471,0.71614194,0.55708694,0.27085814,0.5311165,0.22134471
E14000879,"Plymouth, Moor View",0.66594124,-0.3907383,0.5167694,0.117958486,0.12817189,0.096091405,-1.8896561,1.5037615,0.5167694,0.13800842,0.5230646,0.15322243
E14000880,"Plymouth, Sutton and Devonport",0.66594124,-0.37848756,0.5167694,0.11872682,0.13070863,0.096464425,-1.8896561,1.5080644,0.5167694,0.13300805,0.5230646,0.15295653
E14000881,Poole,1.1195698,-0.5578414,0.47216415,0.09755164,0.11767444,0.07085168,1.6777878,1.2637062,0.47216415,0.17707093,0.5329666,0.1814197
E14000882,Poplar and Limehouse,0.10217857,-0.20952639,0.52456856,0.06514086,0.07210749,0.07278432,1.3245468,0.77992433,0.52456856,0.3499702,0.53137684,0.21788462
E14000883,Portsmouth North,0.28043747,-0.13775933,0.43523216,0.09683863,0.1188101,0.076966085,1.178894,1.2378212,0.43523216,0.22992402,0.5343485,0.19316879
E14000884,Portsmouth South,0.28043747,-0.13775933,0.43523216,0.09683863,0.1188101,0.076966085,1.178894,1.2378212,0.43523216,0.22992402,0.5343485,0.19316879
E14000885,Preston,-0.43985367,-0.7020508,0.41819,0.13022122,0.18355049,0.10652163,2.0226974,1.3786414,0.41819,0.26424688,0.52011967,0.17357025
E14000886,Pudsey,0.00072574615,-0.42778343,0.45248222,0.09066248,0.10370213,0.10161816,0.5652847,1.1234078,0.45248222,0.21465287,0.52747345,0.18335032
E14000887,Putney,0.36304283,-0.4736843,0.53473854,0.06714262,0.07530594,0.07167853,1.0441818,0.81176245,0.53473854,0.33231527,0.53520393,0.21723123
E14000888,Rayleigh and Wickford,0.49419975,-0.052640498,0.5651016,0.07464398,0.0921699,0.06928802,1.5450363,0.83024246,0.5651016,0.27150378,0.52659416,0.21224713
E14000889,Reading East,0.25507164,-0.49011156,0.545372,0.0732568,0.08322514,0.066278525,-1.443531,0.9710085,0.545372,0.27234805,0.5373211,0.2095134
E14000890,Reading West,0.5456524,-0.49011156,0.53805923,0.0732568,0.08322514,0.066278525,-1.0861359,0.9710085,0.53805923,0.27234805,0.536747,0.2095134
E14000891,Redcar,-0.31086826,-0.41942108,0.31207848,0.06839715,0.057525016,0.07255546,0.62041473,0.76075137,0.31207848,0.09077027,0.51609707,0.17231011
E14000892,Redditch,0.030796051,-0.47068828,0.5307064,0.0797676,0.078263536,0.07029215,-1.2335682,1.2445893,0.5307064,0.22925358,0.53344965,0.20041826
E14000893,Reigate,0.57717514,-0.2807693,0.6015711,0.076217905,0.08881362,0.07842919,0.05163002,0.8717834,0.6015711,0.32201654,0.53476906,0.2147381
E14000894,Ribble Valley,-0.5434782,-0.5154494,0.43187237,0.13787632,0.21368031,0.1145351,2.0912971,1.5555775,0.43187237,0.26045468,0.5248483,0.17802389
E14000895,Richmond (Yorks),-0.17929052,-0.4029218,0.41276512,0.092628844,0.13027364,0.08324528,0.13949324,1.0635347,0.41276512,0.20443486,0.5306479,0.1816673
E14000896,Richmond Park,0.5079727,-0.44853586,0.5397358,0.07126861,0.08032482,0.0748724,0.6520195,0.8368731,0.5397358,0.3277339,0.5343933,0.21529822
E14000897,Rochdale,-0.40072536,-0.2232433,0.45815468,0.10523419,0.14652264,0.09519972,0.77059937,1.2190082,0.45815468,0.24906883,0.5275588,0.17917624
E14000898,Rochester and Strood,0.39891243,-0.7191438,0.57785225,0.06646725,0.076982394,0.060252883,2.432415,0.7611645,0.57785225,0.3533969,0.5262284,0.2153537
E14000899,Rochford and Southend East,0.46884155,0.030174837,0.5647602,0.081822336,0.105511844,0.0739532,1.9254913,0.9189733,0.5647602,0.22325686,0.53082085,0.21179788
E14000900,Romford,0.38985252,-0.19007245,0.53941727,0.061042015,0.06603789,0.06403175,1.0748253,0.71165735,0.53941727,0.3448674,0.5292425,0.21447249
E14000901,Romsey and Southampton North,0.42149863,-0.30688858,0.63011295,0.08717146,0.10431119,0.07069712,0.38348135,1.1872997,0.63011295,0.21127829,0.5394516,0.19783856
E14000902,Rossendale and Darwen,-0.3692026,-0.40405154,0.4627037,0.12102199,0.17475636,0.10499467,-0.0670166,1.371007,0.4627037,0.25924185,0.5260494,0.18071276
E14000903,Rother Valley,-0.15507221,-0.79892147,0.5169754,0.0742002,0.06298977,0.099807635,-0.21887589,0.82795835,0.5169754,0.25730035,0.53232,0.20117405
E14000904,Rotherham,-0.03913021,-0.70367986,0.51532745,0.077982165,0.07126981,0.10048537,-0.7287102,0.8762591,0.51532745,0.26225418,0.5314293,0.19752526
E14000905,Rugby,-0.081884384,-0.6400847,0.51369476,0.07632627,0.070869245,0.07855129,-0.9167633,1.1131004,0.51369476,0.24875844,0.52722645,0.20300317
E14000906,"Ruislip, Northwood and Pinner",0.33768272,-0.6808757,0.5533085,0.067400545,0.0769626,0.067840785,-0.20574951,0.8537147,0.5533085,0.31093562,0.5339432,0.21319377
E14000907,Runnymede and Weybridge,0.45362282,-0.5632267,0.55836487,0.0719767,0.08137539,0.07216428,-0.13786697,0.8652909,0.55836487,0.3098182,0.5365715,0.21418358
E14000908,Rushcliffe,-0.074276924,-0.7113988,0.5413866,0.064903915,0.05378204,0.07717997,-1.2953396,0.8103022,0.5413866,0.27792573,0.53039455,0.20902365
E14000909,Rutland and Melton,-0.01686443,-0.7492794,0.55826306,0.06537555,0.051812805,0.08163385,-0.2828782,0.8062899,0.55826306,0.2721688,0.5279133,0.21105334
E14000910,Saffron Walden,0.61594313,-0.28143123,0.5910767,0.061649047,0.067678094,0.057851184,-0.7553711,0.67915016,0.5910767,0.31875744,0.52845514,0.21809992
E14000911,Salford and Eccles,-0.29782772,-0.36342964,0.49871063,0.10044715,0.14136554,0.08472833,-0.7992172,1.1227633,0.49871063,0.2508194,0.5235176,0.18531463
E14000912,Salisbury,0.6797104,-0.28756756,0.62802774,0.08682394,0.10414372,0.07238884,1.0311524,1.1983913,0.62802774,0.203842,0.5389946,0.19373953
E14000913,Scarborough and Whitby,-0.419566,-0.40040714,0.3498055,0.07355878,0.055840746,0.07915029,0.8031438,0.80929273,0.3498055,0.11554949,0.5139534,0.177171
E14000914,Scunthorpe,-0.304348,-0.37763998,0.42715454,0.06909155,0.0517557,0.08986081,1.4820404,0.78453517,0.42715454,0.19655095,0.52338696,0.19878924
E14000915,Sedgefield,-0.29434815,-0.4621687,0.3733139,0.06963633,0.077993736,0.06974198,-0.63631517,0.75445765,0.3733139,0.15678635,0.52508986,0.1808192
E14000916,Sefton Central,-0.34637833,-0.68019813,0.422678,0.11638995,0.118063435,0.113150336,1.61232,1.3102577,0.422678,0.2078367,0.51954937,0.16730203
E14000917,Selby and Ainsty,-0.18209158,-0.74329835,0.46105576,0.072418205,0.06832842,0.08800908,0.411529,0.82983494,0.46105576,0.21176934,0.52759254,0.19803768
E14000918,Sevenoaks,0.42245865,-0.23739225,0.61592865,0.072107255,0.08496903,0.074651286,0.7443657,0.83320427,0.61592865,0.34179455,0.53292084,0.21576953
E14000919,Sheffield Central,-0.015216827,-0.24840592,0.49442673,0.08143898,0.08355097,0.09668164,-1.1168365,0.9292935,0.49442673,0.2459401,0.53197193,0.19104338
E14000920,Sheffield South East,-0.015216827,-0.70367986,0.49442673,0.077982165,0.07126981,0.10048537,-1.1168365,0.8762591,0.49442673,0.26225418,0.53197193,0.19752526
E14000921,"Sheffield, Brightside and Hillsborough",-0.015216827,-0.24840592,0.49442673,0.08143898,0.08355097,0.09668164,-1.1168365,0.9292935,0.49442673,0.2459401,0.53197193,0.19104338
E14000922,"Sheffield, Hallam",-0.18261051,-0.19413322,0.45466042,0.08530926,0.095986515,0.093619384,-2.0937805,0.9897352,0.45466042,0.23739198,0.53125906,0.18433012
E14000923,"Sheffield, Heeley",-0.072463036,-0.24840592,0.49402046,0.08143898,0.08355097,0.09668164,-0.5419769,0.9292935,0.49402046,0.2459401,0.53203964,0.19104338
E14000924,Sherwood,-0.2821258,-0.8047968,0.54634285,0.066949144,0.054751765,0.08671282,-0.35327277,0.7756374,0.54634285,0.25718117,0.53075284,0.20534757
E14000925,Shipley,0.09420586,-0.4651496,0.44185066,0.1017292,0.12944569,0.106786415,0.7247009,1.2371094,0.44185066,0.21424314,0.52838135,0.18032423
E14000926,Shrewsbury and Atcham,0.5233332,-0.40020055,0.544891,0.07435771,0.08149075,0.060399346,-1.2341919,0.95728886,0.544891,0.2005204,0.53020364,0.19354813
E14000927,Sittingbourne and Sheppey,0.5126848,-0.024610167,0.62899303,0.074893355,0.09418294,0.05844516,2.0865746,0.83815277,0.62899303,0.31404573,0.52759457,0.215547
E14000928,Skipton and Ripon,-0.25003672,-0.486232,0.40642148,0.11739027,0.17943442,0.10924688,0.71513444,1.4187899,0.40642148,0.22216512,0.5300506,0.18282324
E14000929,Sleaford and North Hykeham,0.07431497,-0.5628327,0.5403775,0.06470001,0.046196494,0.083875775,-0.39676285,0.74321175,0.5403775,0.22415775,0.52749866,0.20864584
E14000930,Slough,0.29275513,-0.67618936,0.57203865,0.06992429,0.08068692,0.06902235,-0.46558762,0.87408817,0.57203865,0.30266687,0.5361433,0.2133859
E14000931,Solihull,-0.0123233795,-0.7982108,0.5491257,0.07834649,0.07708854,0.07431433,-1.6238213,1.2227397,0.5491257,0.23417014,0.53266716,0.19958517
E14000932,Somerton and Frome,0.6611802,-0.32553154,0.6347858,0.087781675,0.10593205,0.0680943,0.051709857,1.1822773,0.6347858,0.19195898,0.5363707,0.18718113
E14000933,South Basildon and East Thurrock,0.21521759,-0.51089233,0.5902157,0.063326865,0.07108869,0.062200636,0.37703705,0.7080039,0.5902157,0.35071516,0.5266361,0.21393953
E14000934,South Cambridgeshire,0.61920196,-0.35147515,0.55192375,0.061586566,0.055739507,0.07161882,-0.91885823,0.7539357,0.55192375,0.29726607,0.52815324,0.22266552
E14000935,South Derbyshire,0.009421349,-0.60230315,0.5061569,0.07429837,0.07626449,0.07557742,-1.9269276,0.9805237,0.5061569,0.24667016,0.5323167,0.1967634
E14000936,South Dorset,0.898551,-0.14918615,0.5224261,0.090357706,0.10601593,0.065901816,1.1784058,1.1427248,0.5224261,0.1744264,0.5350778,0.17959295
E14000937,South East Cambridgeshire,0.53937215,-0.36258653,0.52013427,0.059770763,0.05699356,0.062623926,-0.7720979,0.68860173,0.52013427,0.27702042,0.5277483,0.2227593
E14000938,South East Cornwall,0.702898,-0.24629577,0.54087067,0.11734634,0.1369633,0.097473264,-1.1326574,1.4546874,0.54087067,0.11509858,0.5216983,0.14994198
E14000939,South Holland and The Deepings,0.2921309,-0.6174141,0.5370317,0.061017446,0.042123154,0.077462226,-0.70150757,0.67387986,0.5370317,0.25223482,0.52799386,0.21756917
E14000940,South Leicestershire,-0.05966123,-0.54939526,0.51331395,0.07305962,0.066652246,0.07866878,-1.1862297,1.0382618,0.51331395,0.25777525,0.5272271,0.20465271
E14000941,South Norfolk,0.38492662,-0.15310645,0.51193506,0.06320047,0.054521117,0.062133998,-1.3152733,0.8152954,0.51193506,0.22688375,0.5256876,0.2159826
E14000942,South Northamptonshire,0.26035336,-0.59952706,0.5228599,0.07402919,0.06832977,0.07901239,-0.22887039,1.084816,0.5228599,0.28442127,0.5286668,0.21156704
E14000943,South Ribble,-0.41256046,-0.66391885,0.44885254,0.1231642,0.15559597,0.10675409,1.3018646,1.323936,0.44885254,0.23786998,0.520765,0.17123647
E14000944,South Shields,-0.61087036,-0.25414294,0.2508793,0.06874332,0.062124837,0.07552357,-0.02458191,0.7759167,0.2508793,0.08834922,0.51347446,0.16496354
E14000945,South Staffordshire,0.025905848,-0.57050306,0.55770445,0.076520875,0.07710254,0.06724041,-1.0269384,1.0926164,0.55770445,0.19563842,0.53116417,0.19383015
E14000946,South Suffolk,0.42149797,-0.23588067,0.5419502,0.062216602,0.07143822,0.05339867,0.30912018,0.6530801,0.5419502,0.23566,0.527174,0.21818069
E14000947,South Swindon,0.3833332,-0.41269246,0.58091736,0.084594786,0.09790268,0.06819013,0.4389,1.2008647,0.58091736,0.23674017,0.53449917,0.19894241
E14000948,South Thanet,0.6166687,-0.11834553,0.56539536,0.06737842,0.08918123,0.04271365,3.8649902,0.7137479,0.56539536,0.34611517,0.52643967,0.21635532
E14000949,South West Bedfordshire,0.28840446,-0.63765454,0.5192814,0.07083612,0.07214708,0.07283892,-1.2734833,0.9365202,0.5192814,0.30441746,0.52838326,0.2143338
E14000950,South West Devon,0.67608786,-0.3070959,0.5198169,0.11240503,0.11232722,0.09671262,-1.1807537,1.4453491,0.5198169,0.14957353,0.52106357,0.15366834
E14000951,South West Hertfordshire,0.4818859,-0.6210644,0.52355194,0.0699918,0.07670845,0.06992525,-0.2841606,0.8956404,0.52355194,0.30067417,0.5292616,0.21316898
E14000952,South West Norfolk,0.40096632,-0.54782313,0.5350773,0.05794707,0.051719476,0.054211903,-0.31713167,0.66466665,0.5350773,0.26642767,0.52801365,0.21962515
E14000953,South West Surrey,0.42850304,-0.40630266,0.57408077,0.08014709,0.09369396,0.074149884,-0.23773193,0.96895504,0.57408077,0.26868856,0.5371094,0.20962304
E14000954,South West Wiltshire,0.7449272,-0.44122177,0.63167495,0.08916637,0.11024757,0.07525698,1.0097755,1.2079004,0.63167495,0.20068161,0.53643304,0.18991664
E14000955,"Southampton, Itchen",0.5188408,-0.18674357,0.55734634,0.10057271,0.12312819,0.07872246,0.77204895,1.3163275,0.55734634,0.22027713,0.53673744,0.19136742
E14000956,"Southampton, Test",0.5521717,-0.18674357,0.54986954,0.10057271,0.12312819,0.07872246,1.3454819,1.3163275,0.54986954,0.22027713,0.5367985,0.19136742
E14000957,Southend West,0.49419975,-0.13211203,0.5651016,0.0796109,0.10107328,0.07284068,1.5450363,0.89028883,0.5651016,0.24173123,0.52659416,0.21179995
E14000958,Southport,-0.2797079,-0.7254899,0.43566895,0.12177653,0.13223077,0.112214975,1.0140533,1.3498194,0.43566895,0.20167238,0.5211315,0.16696088
E14000959,Spelthorne,0.46739006,-0.5588802,0.55692863,0.07181774,0.080886446,0.072584674,0.2103653,0.86084354,0.55692863,0.3138036,0.5357256,0.2146667
E14000960,St Albans,0.4007225,-0.48842114,0.541399,0.06772982,0.07554254,0.0689555,0.8804817,0.8642066,0.541399,0.31302148,0.53089905,0.21401802
E14000961,St Austell and Newquay,0.55217266,-0.24086516,0.56003475,0.09801518,0.11211729,0.08350873,0.14496994,1.1658045,0.56003475,0.15867104,0.50940466,0.1442002
E14000962,St Helens North,-0.50289917,-0.32098514,0.49386024,0.101961076,0.112446815,0.10040347,2.0046158,1.1466746,0.49386024,0.24687126,0.5257063,0.17593205
E14000963,St Helens South and Whiston,-0.50289917,-0.363746,0.49386024,0.09337931,0.100044355,0.089762904,2.0046158,1.0649645,0.49386024,0.24024135,0.5257063,0.18032365
E14000964,St Ives,0.53067654,-0.6483872,0.5480868,0.099614486,0.105594575,0.07344589,-1.4958687,1.1147858,0.5480868,0.09731637,0.4900252,0.13252932
E14000965,Stafford,-0.030796528,-0.65601575,0.5047083,0.076797344,0.07942143,0.06951746,-0.71307755,1.0363555,0.5047083,0.21321514,0.52942467,0.19192801
E14000966,Staffordshire Moorlands,-0.24528885,-0.38668516,0.43423414,0.08644437,0.10825047,0.076006435,-0.6623821,0.99045634,0.43423414,0.23955435,0.5274898,0.18263997
E14000967,Stalybridge and Hyde,-0.4072485,-0.16261503,0.44887352,0.09506308,0.1263443,0.08776933,-0.7213135,1.1206527,0.44887352,0.24184296,0.52451277,0.1763213
E14000968,Stevenage,0.6318817,-0.35941136,0.54437065,0.066377684,0.070319265,0.069634706,-0.9443741,0.848209,0.54437065,0.31212753,0.5277071,0.21840754
E14000969,Stockport,-0.36304474,-0.40397596,0.46059036,0.09592348,0.13490853,0.07679241,-0.58234406,1.0967176,0.46059036,0.24962753,0.5228014,0.18435077
E14000970,Stockton North,-0.22173977,-0.43615833,0.3764782,0.06673187,0.0659121,0.0684756,-0.1969223,0.7095494,0.3764782,0.13605608,0.5228071,0.17767648
E14000971,Stockton South,-0.22173977,-0.41500852,0.3764782,0.066213086,0.06985552,0.06455882,-0.1969223,0.68614,0.3764782,0.16174388,0.5228071,0.1832863
E14000972,Stoke-on-Trent Central,-0.23478222,-0.33964103,0.45319748,0.078914724,0.09167272,0.0680709,-0.06252289,0.94097406,0.45319748,0.23022199,0.524848,0.18814123
E14000973,Stoke-on-Trent North,-0.23478222,-0.2966677,0.45319748,0.08366385,0.10467484,0.06794636,-0.06252289,0.95639676,0.45319748,0.24318385,0.524848,0.18813533
E14000974,Stoke-on-Trent South,-0.05217552,-0.33964103,0.4727173,0.078914724,0.09167272,0.0680709,-0.09447479,0.94097406,0.4727173,0.23022199,0.5276947,0.18814123
E14000975,Stone,-0.009420872,-0.3947738,0.48437595,0.077349946,0.08444365,0.069029205,-0.1666476,0.9626039,0.48437595,0.22059639,0.5280339,0.189633
E14000976,Stourbridge,0.027534485,-0.66747755,0.5648689,0.077100806,0.07743049,0.06954323,-0.70685196,1.145264,0.5648689,0.20433553,0.5336933,0.19555509
E14000977,Stratford-on-Avon,0.2315956,-0.5654359,0.5231258,0.08117668,0.07996043,0.07268722,-0.9080925,1.253456,0.5231258,0.24766277,0.53189737,0.20281422
E14000978,Streatham,0.36304283,-0.3346076,0.53473854,0.070283964,0.08017228,0.0768718,1.0441818,0.818026,0.53473854,0.33685935,0.53520393,0.21497713
E14000979,Stretford and Urmston,-0.29782772,-0.35436374,0.49871063,0.09522717,0.124300495,0.08003941,-0.7992172,1.0808594,0.49871063,0.23938468,0.5235176,0.18579035
E14000980,Stroud,0.0711956,-0.5387519,0.57464075,0.09063613,0.09656632,0.07008538,0.30054188,1.3541988,0.57464075,0.21686284,0.53370476,0.19448341
E14000981,Suffolk Coastal,0.83091766,-0.34714878,0.4714594,0.06914845,0.073580705,0.06076164,0.20376968,0.90922654,0.4714594,0.1937109,0.5271967,0.21815987
E14000982,Sunderland Central,-0.61087036,-0.25341576,0.2508793,0.06746075,0.06750279,0.06919057,-0.02458191,0.76860493,0.2508793,0.09129171,0.51347446,0.16919725
E14000983,Surrey Heath,0.6608715,-0.63397616,0.53666687,0.07252625,0.08276101,0.071155585,-0.42731857,0.88439715,0.53666687,0.29473332,0.53593636,0.21289481
E14000984,Sutton and Cheam,0.59058,-0.45627967,0.59654427,0.070880316,0.08032563,0.07608502,0.26366425,0.82883185,0.59654427,0.33022943,0.5350418,0.21494526
E14000985,Sutton Coldfield,-0.27318954,-0.8488241,0.534729,0.07727625,0.07681678,0.07397436,-1.5920753,1.1664201,0.534729,0.23722439,0.5319681,0.19769466
E14000986,Tamworth,-0.33478165,-0.76411927,0.51413727,0.076749064,0.07628422,0.073835924,-1.572216,1.1506486,0.51413727,0.23961748,0.5306511,0.19811681
E14000987,Tatton,-0.39227104,-0.39780927,0.4898777,0.08969913,0.11358742,0.07300162,-0.25790405,1.024273,0.4898777,0.23912396,0.5220683,0.1876594
E14000988,Taunton Deane,0.6650343,-0.14913043,0.62804365,0.084513426,0.09406769,0.06868226,0.901103,1.1012136,0.62804365,0.16104738,0.53627014,0.18058404
E14000989,Telford,0.28260803,-0.7117211,0.56433105,0.072313316,0.07532877,0.061312933,-1.2765007,0.941948,0.56433105,0.20541567,0.53012943,0.19453517
E14000990,Tewkesbury,0.15096664,-0.5697848,0.5791397,0.087460056,0.088153414,0.06933658,-0.27292252,1.3505223,0.5791397,0.22426996,0.5322034,0.19805883
E14000991,The Cotswolds,0.36072463,-0.5215856,0.5567459,0.08905268,0.09492517,0.07070215,-0.35757178,1.3221011,0.5567459,0.22956829,0.5313889,0.19733879
E14000992,The Wrekin,0.27729353,-0.5577385,0.5573152,0.07294253,0.07602931,0.062706225,-1.1428133,0.93730944,0.5573152,0.2123212,0.5299241,0.19483371
E14000993,Thirsk and Malton,-0.42551517,-0.5582054,0.4244194,0.071912184,0.066760495,0.07685942,0.40812263,0.7540836,0.4244194,0.17004459,0.5233273,0.18650977
E14000994,Thornbury and Yate,0.41938448,-0.35815695,0.598609,0.095839135,0.10911313,0.07792265,0.03686905,1.3836473,0.598609,0.21554679,0.53533435,0.18919851
E14000995,Thurrock,0.34492683,-0.47133756,0.58086586,0.06251456,0.06914512,0.063418135,0.83088684,0.7104155,0.58086586,0.34289333,0.5294819,0.21429719
E14000996,Tiverton and Honiton,0.68912834,-0.12070071,0.6097911,0.08591441,0.0914462,0.06852605,-0.46224976,1.1551105,0.6097911,0.13774636,0.5345584,0.17569461
E14000997,Tonbridge and Malling,0.3746395,-0.209622,0.63377064,0.07291882,0.08721228,0.06738527,0.47866058,0.84528387,0.63377064,0.33268774,0.5331529,0.21560809
E14000998,Tooting,0.36304283,-0.45627967,0.53473854,0.070880316,0.08032563,0.07608502,1.0441818,0.82883185,0.53473854,0.33022943,0.53520393,0.21494526
E14000999,Torbay,0.9811592,-0.15790737,0.4728489,0.10319495,0.09433658,0.09438904,-0.19417572,1.4004303,0.4728489,0.17133492,0.51906776,0.1576028
E14001000,Torridge and West Devon,0.47502345,-0.42822114,0.56569695,0.113579996,0.13782346,0.091995984,0.20814514,1.4408615,0.56569695,0.14005414,0.5236303,0.15480371
E14001001,Totnes,0.90833426,-0.25974855,0.50753164,0.112046994,0.10514209,0.09911961,-0.7856331,1.4693166,0.50753164,0.17152117,0.5212562,0.1533989
E14001002,Tottenham,0.10217857,-0.22260584,0.52456856,0.063587815,0.069737695,0.06860402,1.3245468,0.7967966,0.52456856,0.33875895,0.53137684,0.21594808
E14001003,Truro and Falmouth,0.4005437,-0.39357376,0.5379591,0.09101996,0.09657516,0.078421265,-0.4660511,1.054061,0.5379591,0.15461487,0.50283957,0.14076404
E14001004,Tunbridge Wells,0.24674034,-0.25513452,0.6385212,0.075234875,0.09412207,0.056816056,1.339468,0.8770453,0.6385212,0.32004243,0.5306487,0.2156435
E14001005,Twickenham,0.5079727,-0.46163422,0.5397358,0.07154218,0.08043096,0.073756866,0.6520195,0.8466886,0.5397358,0.32043356,0.5343933,0.21500723
E14001006,Tynemouth,-0.52028847,-0.17296055,0.3622284,0.06999711,0.066381164,0.07620528,-0.43226624,0.7807613,0.3622284,0.110138565,0.50944805,0.16587427
E14001007,Uxbridge and South Ruislip,0.33768272,-0.66345453,0.5533085,0.06916061,0.079341024,0.0690309,-0.20574951,0.8564156,0.5533085,0.3107494,0.5339432,0.21420512
E14001008,Vauxhall,0.36304283,-0.295695,0.53473854,0.066155314,0.073684074,0.07224323,1.0441818,0.79629254,0.53473854,0.34017432,0.53520393,0.21804929
E14001009,Wakefield,-0.21521759,-0.5186361,0.4652481,0.08533612,0.091519214,0.0989515,-0.6937065,1.0229439,0.4652481,0.22627383,0.5289078,0.18743059
